cluster_id,risk_score,risk_level,false_alarm_indicator,classification_label,alert_priority,recommended_action,nearest_station_name,station_distance_km,station_available,alert_rationale
143,49.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
144,17.8,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Jaynagar Fire Station,34.09,True,Low Risk Index representing routine thermal baseline.
145,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),15.69,True,Low Risk Index representing routine thermal baseline.
146,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Baramunda Fire Station,27.23,True,Low Risk Index representing routine thermal baseline.
147,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
148,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
149,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
150,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),18.53,True,Low Risk Index representing routine thermal baseline.
151,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Asansol Fire Station,17.67,True,Low Risk Index representing routine thermal baseline.
152,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Asansol Fire Brigade,20.67,True,Low Risk Index representing routine thermal baseline.
153,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Asansol Fire Station,18.45,True,Low Risk Index representing routine thermal baseline.
154,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),46.55,True,Low Risk Index representing routine thermal baseline.
155,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Asansol Fire Station,12.25,True,Low Risk Index representing routine thermal baseline.
156,15.3,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
157,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
158,22.1,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
159,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),49.92,True,Low Risk Index representing routine thermal baseline.
160,17.8,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
161,22.9,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
162,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Pedda Gantyada Fore Station,6.29,True,Low Risk Index representing routine thermal baseline.
163,27.0,LOW,LOW,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
164,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Kottavalasa Fire Station,7.55,True,Low Risk Index representing routine thermal baseline.
165,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,FIRE STATION,32.91,True,Low Risk Index representing routine thermal baseline.
166,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
167,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire safety department,29.5,True,Low Risk Index representing routine thermal baseline.
168,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Mahadula Fire Station,14.44,True,Low Risk Index representing routine thermal baseline.
169,10.0,LOW,HIGH,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Airport Fire Station,22.22,True,Low Risk Index representing routine thermal baseline.
170,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Airport Fire Station,33.88,True,Low Risk Index representing routine thermal baseline.
171,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
172,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
173,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire Brigade Station Safidon,19.96,True,Low Risk Index representing routine thermal baseline.
174,73.0,HIGH,LOW,Industrial-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service. Closest verified fire station: BMM Fire station (21.0 km away).,BMM Fire station,20.96,True,High Risk Index (73.0) combined with high evidence reliability (Low False-Alarm Concern).
175,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
176,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
177,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),14.51,True,Low Risk Index representing routine thermal baseline.
178,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,BHEL Fire Station,35.83,True,Low Risk Index representing routine thermal baseline.
179,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),39.65,True,Low Risk Index representing routine thermal baseline.
180,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Villupuram Fire Station,18.72,True,Low Risk Index representing routine thermal baseline.
181,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
182,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),15.28,True,Low Risk Index representing routine thermal baseline.
183,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Jnagareddygudem Fire Station,0.46,True,Low Risk Index representing routine thermal baseline.
184,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Jnagareddygudem Fire Station,13.7,True,Low Risk Index representing routine thermal baseline.
185,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Jnagareddygudem Fire Station,31.01,True,Low Risk Index representing routine thermal baseline.
186,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,FIRE STATION,38.61,True,Low Risk Index representing routine thermal baseline.
187,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Sabbavaram Fire Station,3.95,True,Low Risk Index representing routine thermal baseline.
188,93.0,HIGH,LOW,Industrial-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service. Closest verified fire station: Fire station (unnamed) (10.1 km away).,Fire station (unnamed),10.07,True,High Risk Index (93.0) combined with high evidence reliability (Low False-Alarm Concern).
189,34.0,MEDIUM,LOW,Unknown / Insufficient Evidence,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Ballari Fire Station (20.0 km away).,Ballari Fire Station,20.0,True,Moderate thermal risk context (Unknown / Insufficient Evidence). Operational review recommended.
190,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
191,58.0,MEDIUM,LOW,Unknown / Insufficient Evidence,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Unknown / Insufficient Evidence). Operational review recommended.
192,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Electronics City Fire Station,10.9,True,Low Risk Index representing routine thermal baseline.
193,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
194,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),36.77,True,Low Risk Index representing routine thermal baseline.
195,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),37.59,True,Low Risk Index representing routine thermal baseline.
196,46.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Fire And Rescue Service Station (5.7 km away).,Fire And Rescue Service Station,5.67,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
197,22.1,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Sattur Fire Station,20.85,True,Low Risk Index representing routine thermal baseline.
198,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Fire Control Room,34.44,True,Low Risk Index representing routine thermal baseline.
199,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Mulbagal Fire Station,47.61,True,Low Risk Index representing routine thermal baseline.
200,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
201,27.2,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
202,10.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Airport Fire Station,21.35,True,Low Risk Index representing routine thermal baseline.
203,10.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire And Rescue Service Station,17.8,True,Low Risk Index representing routine thermal baseline.
204,22.1,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Sattur Fire Station,15.81,True,Low Risk Index representing routine thermal baseline.
205,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Gauribidanur Fire Station,31.69,True,Low Risk Index representing routine thermal baseline.
206,10.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
207,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
208,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),32.45,True,Low Risk Index representing routine thermal baseline.
209,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Ballari Fire Station,20.44,True,Low Risk Index representing routine thermal baseline.
210,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),0.4,True,Low Risk Index representing routine thermal baseline.
