cluster_id,classification_label,classification_score,classification_rationale,active_days,persistence_category,max_bright_ti4,bt_diff_max,max_frp,movement_status,total_movement_distance_km,osm_facility_type,osm_facility_name,osm_distance_km,osm_query_status,land_cover_class,satellite_image_available,predicted_landcover_class,prediction_confidence,observation_status
60,Agricultural-context thermal event,0.6,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=9.0 MW)
- satellite CNN visual context is Pasture (model confidence=0.94)
- land-cover context is UNKNOWN",1,isolated,335.43,44.85,8.97,INSUFFICIENT_DATA,0.0,industrial,none,1.016,found,UNKNOWN,True,Pasture,0.9403,Satellite CNN prediction: Pasture (confidence: 0.94)
61,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=5.1 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",1,isolated,307.01,27.81,5.14,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,True,SeaLake,0.9499,Satellite CNN prediction: SeaLake (confidence: 0.95)
62,Industrial-context thermal event,0.6,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=2)
- activity is spatially stationary (displacement=0.05 km)
- high spectral brightness temperature contrast (bt_diff=37.9 K)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,331.55,37.88,4.03,STATIONARY,0.052,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 69.5%, threshold: 30.0%)"
63,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,325.52,42.56,3.14,MOVING,1.201,cooling,none,0.546,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 90.7%, threshold: 30.0%)"
64,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,306.7,18.31,1.74,INSUFFICIENT_DATA,0.0,brickyard,none,1.707,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 90.7%, threshold: 30.0%)"
65,Industrial-context thermal event,0.6,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=2)
- activity is spatially stationary (displacement=0.21 km)
- high spectral brightness temperature contrast (bt_diff=36.3 K)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,324.08,36.27,3.27,STATIONARY,0.214,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 94.6%, threshold: 30.0%)"
66,Industrial-context thermal event,0.65,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=2)
- activity is spatially stationary (displacement=0.04 km)
- industrial facility detected nearby (mine at 1.43 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,316.45,28.53,3.12,STATIONARY,0.035,mine,none,1.426,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 94.6%, threshold: 30.0%)"
67,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,301.41,21.38,1.37,INSUFFICIENT_DATA,0.0,brickyard,none,1.44,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 90.7%, threshold: 30.0%)"
68,Forest/Natural-context thermal event,0.55,"Forest/Natural-context thermal event
Supporting evidence:
- active spatial displacement observed (movement=0.67 km)
- multi-day active fire duration
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,308.85,22.02,2.11,MOVING,0.67,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 94.6%, threshold: 30.0%)"
69,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,297.43,21.98,1.41,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 94.6%, threshold: 30.0%)"
70,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=2)
- minor localized plot displacement
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,319.83,34.37,2.4,STATIONARY,0.14,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 94.6%, threshold: 30.0%)"
71,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,308.15,19.47,2.56,INSUFFICIENT_DATA,0.0,industrial,none,0.776,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 90.7%, threshold: 30.0%)"
72,Industrial-context thermal event,0.65,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=3)
- activity is spatially stationary (displacement=0.31 km)
- industrial facility detected nearby (industrial at 0.16 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",3,short_lived_repeated,313.02,27.6,1.61,STATIONARY,0.306,industrial,TPP Aditya Cement Works UltraTech Cement Works,0.156,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 71.7%, threshold: 30.0%)"
73,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=2)
- minor localized plot displacement
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,306.3,25.76,1.33,STATIONARY,0.176,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 61.3%, threshold: 30.0%)"
74,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,311.21,29.26,1.55,INSUFFICIENT_DATA,0.0,industrial,none,1.175,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 91.1%, threshold: 30.0%)"
75,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,307.49,17.3,1.18,INSUFFICIENT_DATA,0.0,industrial,none,0.622,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 71.5%, threshold: 30.0%)"
76,Industrial-context thermal event,1.0,"Industrial-context thermal event
Supporting evidence:
- activity is persistent (active_days=4)
- activity is spatially stationary (displacement=0.17 km)
- high spectral brightness temperature contrast (bt_diff=42.1 K)
- industrial facility detected nearby (works at 0.24 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",4,short_lived_repeated,338.42,42.07,8.52,STATIONARY,0.165,works,none,0.236,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 58.3%, threshold: 30.0%)"
77,Industrial-context thermal event,0.65,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=2)
- activity is spatially stationary (displacement=0.38 km)
- industrial facility detected nearby (industrial at 0.28 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,330.95,32.51,4.43,STATIONARY,0.376,industrial,none,0.281,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 59.8%, threshold: 30.0%)"
78,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,303.97,14.23,1.13,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 98.5%, threshold: 30.0%)"
79,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,323.77,31.71,1.76,MOVING,0.898,works,none,0.182,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 79.3%, threshold: 30.0%)"
80,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,309.08,18.58,0.81,INSUFFICIENT_DATA,0.0,industrial,none,0.74,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 79.3%, threshold: 30.0%)"
81,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=2)
- minor localized plot displacement
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,305.82,19.56,1.46,STATIONARY,0.065,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 88.2%, threshold: 30.0%)"
82,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,308.68,20.22,2.0,INSUFFICIENT_DATA,0.0,industrial,none,0.098,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 79.3%, threshold: 30.0%)"
83,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,304.85,18.93,0.62,INSUFFICIENT_DATA,0.0,industrial,none,0.203,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 76.6%, threshold: 30.0%)"
84,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,304.84,19.77,0.76,INSUFFICIENT_DATA,0.0,industrial,none,0.378,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 76.6%, threshold: 30.0%)"
85,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,309.17,21.47,1.78,INSUFFICIENT_DATA,0.0,industrial,none,0.058,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 76.6%, threshold: 30.0%)"
86,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,314.24,29.76,1.63,INSUFFICIENT_DATA,0.0,industrial,Prakash Industries Steel Plant,0.1,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 76.6%, threshold: 30.0%)"
87,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,296.12,32.16,0.25,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 76.6%, threshold: 30.0%)"
88,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,301.63,18.14,0.32,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 38.1%, threshold: 30.0%)"
89,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,330.43,39.02,2.43,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 52.6%, threshold: 30.0%)"
90,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,307.7,16.36,1.81,INSUFFICIENT_DATA,0.0,industrial,Ramco Cements,0.351,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 61.6%, threshold: 30.0%)"
91,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,314.74,26.69,1.15,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 73.5%, threshold: 30.0%)"
92,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,305.33,17.19,0.63,INSUFFICIENT_DATA,0.0,steel,JSW Steel Plant,0.257,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 79.9%, threshold: 30.0%)"
93,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",1,isolated,304.57,18.59,0.82,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,True,SeaLake,0.8677,Satellite CNN prediction: SeaLake (confidence: 0.87)
